rankdate,1,2,3,4,5,LS,cons,Date,Mkt-RF,SMB,HML,RMW,CMA,RF
1986-02,0.08237705514705883,0.08459200000000001,0.07378199264705881,0.06728649815498154,0.05378266911764706,-0.02859438602941177,0,198602,7.13,-0.71,-0.72,1.06,-1.2,0.53
1986-03,0.06660239655172413,0.04583562337662337,0.053437121212121214,0.045961341991342,0.03618230303030302,-0.03042009352142111,0,198603,4.88,-0.66,-0.39,1.21,0.92,0.6
1986-04,0.003439950413223141,0.002184904564315353,0.008221879668049792,0.0066286929460580915,-0.005236111570247935,-0.008676061983471076,0,198604,-1.31,2.84,-2.87,2.91,0.03,0.52
1986-05,0.034979105468749994,0.04588750196078432,0.048204667968750003,0.04343927450980392,0.02922112890625,-0.0057579765624999925,0,198605,4.62,-1.29,-0.21,2.13,1.08,0.49
1986-06,0.025432989090909096,0.0038869057971014503,0.006406527272727272,-0.008298155797101447,-0.038406836956521744,-0.06383982604743084,0,198606,1.03,-0.89,1.28,1.8,0.87,0.52
1986-07,-0.02662642268041237,-0.06761454295532646,-0.08218798969072165,-0.09345966323024055,-0.12085329553264605,-0.09422687285223369,0,198607,-6.45,-3.46,4.7,-0.54,0.84,0.52
1986-08,0.0531881180327869,0.04974336842105263,0.04424689802631578,0.036158125,0.03240282565789474,-0.020785292374892156,0,198608,6.07,-4.35,3.51,-1.66,3.21,0.46
1986-09,-0.07888721452145214,-0.08241467326732674,-0.06903269636963696,-0.06767182508250826,-0.05247221452145215,0.026414999999999994,0,198609,-8.6,2.05,3.22,-0.08,3.71,0.45
1986-10,0.05033511627906977,0.05981963122923588,0.052013438538205975,0.040511647840531566,0.028690611295681068,-0.021644504983388706,0,198610,4.66,-2.33,-1.42,-0.05,1.0,0.46
1986-11,0.012544643564356438,0.01366676821192053,0.008466115894039736,-0.0007765629139072848,-0.0005527019867549652,-0.013097345551111403,0,198611,1.17,-1.88,-0.07,1.09,0.67,0.39
1986-12,-0.021461478688524594,-0.02337918092105263,-0.020969701639344262,-0.03284361184210526,-0.03387140655737705,-0.012409927868852453,0,198612,-3.27,0.12,0.36,0.79,0.09,0.49
1987-01,0.10846926774193548,0.12059049190938512,0.13453732686084144,0.11835460517799352,0.13141212944983818,0.022942861707902704,0,198701,12.47,-1.54,-3.16,0.17,-1.0,0.42
1987-02,0.032598185667752445,0.0728528790849673,0.07799072222222223,0.07617671895424838,0.07319615359477123,0.04059796792701879,0,198702,4.39,3.4,-5.91,-0.76,-2.66,0.43
1987-03,0.005549473880597017,0.02476048880597015,0.011852498127340823,0.017678160447761198,0.04111034701492537,0.035560873134328354,0,198703,1.64,0.28,1.61,1.36,4.14,0.47
1987-04,-0.03621999290780142,-0.015487512455516014,-0.03081179432624113,-0.03567560854092527,-0.034983319148936175,0.0012366737588652421,0,198704,-2.11,-1.54,-0.39,-0.49,1.05,0.44
1987-05,0.0035401438127090307,-0.00307861744966443,-0.0029244697986577184,-0.0003809228187919477,0.015064204013377928,0.011524060200668897,0,198705,0.11,-0.56,0.23,0.51,1.14,0.38
1987-06,0.03976557957957958,0.041232018072289156,0.03648856456456456,0.026969981927710843,0.03144382282282283,-0.008321756756756754,0,198706,3.94,-2.21,1.04,1.7,0.84,0.48
1987-07,0.03728443063583815,0.045993344927536234,0.04256120869565218,0.029233823188405793,0.029173852173913047,-0.008110578461925106,0,198707,3.85,-1.14,0.68,-0.61,1.61,0.46
1987-08,0.03890805988023952,0.03967780780780781,0.04874940840840841,0.03157279279279279,0.013459792792792791,-0.02544826708744673,0,198708,3.52,-0.94,-0.93,2.04,-1.61,0.47
1987-09,-0.02063020972644377,-0.020994793313069908,-0.022712743902439027,-0.025946702127659572,-0.02270333130699088,-0.002073121580547111,0,198709,-2.59,0.38,0.27,-0.97,1.87,0.45
1987-10,-0.24808386227544907,-0.27918285885885885,-0.25059132132132134,-0.2963082604790419,-0.3286116586826347,-0.08052779640718563,0,198710,-23.24,-8.07,4.24,2.04,2.34,0.6
1987-11,-0.05939887610619468,-0.04982480177514793,-0.05356761538461539,-0.07839632544378697,-0.08244398816568048,-0.023045112059485798,0,198711,-7.77,2.85,2.95,-1.88,0.68,0.35
1987-12,0.0827115015015015,0.10817291891891892,0.10224021321321322,0.08803313213213212,0.018592171171171172,-0.06411933033033032,0,198712,6.81,0.06,-4.43,2.96,-2.42,0.39
1988-01,0.056054205882352943,0.020108377581120947,0.026131817109144546,0.04914034218289086,0.11041246764705882,0.05435826176470588,0,198801,4.21,-0.51,5.01,-1.14,2.13,0.29
1988-02,0.059540523391812865,0.07410843731778426,0.08719806705539358,0.09512215160349853,0.0918750350877193,0.03233451169590643,0,198802,4.75,3.32,-1.71,1.56,-0.01,0.46
1988-03,0.017132914965986394,0.004614017006802719,0.014912037414965986,0.03074992857142857,0.045104544217687066,0.027971629251700672,0,198803,-2.27,6.25,0.73,-0.25,1.8,0.44
1988-04,0.009715418060200667,0.014209906354515047,0.008182218120805369,0.0026220836120401337,0.012558879598662209,0.0028434615384615412,0,198804,0.56,1.16,1.67,-0.2,1.92,0.46
1988-05,-0.022829569579288028,-0.009598961165048542,-0.009694928802588999,-0.018893284789644013,-0.030370851132686085,-0.007541281553398057,0,198805,-0.29,-2.56,2.42,-0.74,0.33,0.51
1988-06,0.06956213623188406,0.07147425507246377,0.06266177391304349,0.08440414782608695,0.05449925507246376,-0.015062881159420304,0,198806,4.79,2.16,-1.24,1.47,-3.37,0.49
